Username,DOB,State
xvxx3121,07.08.1955,Nebraska
zlkm1113,07.08.1953,Montana
pgdr4442,07.08.1952,Guam
natf1132,28.07.1992,Nevada
jcyq3224,30.07.1985,District of Columbia
hkvs2324,02.08.1975,Massachusetts
kreo3142,03.08.1968,Virginia
ogco3221,03.08.1971,Minnesota
elry2332,26.07.2000,Delaware
luyq4231,02.08.1973,Hawaii
ccwf4221,03.08.1971,Alaska
ycpp2234,29.07.1988,Wisconsin
rlqk3213,31.07.1983,Minnesota
ugzd4431,28.07.1994,New York
gfms2142,04.08.1966,South Carolina
jiik4132,05.08.1960,Wyoming
vzbt1242,28.07.1993,Louisiana
sboo4442,06.08.1956,Vermont
dzvf2412,06.08.1956,Utah
ztic3434,27.07.1997,Minor Outlying Islands
nedv3242,27.07.1999,Rhode Island
qqqv2413,01.08.1977,Kansas
xyis2313,01.08.1976,Wyoming
whom2314,02.08.1973,Guam
udgk4112,28.07.1992,South Carolina
keiu2312,27.07.1998,Virginia
pfjt1244,03.08.1968,Washington
umde3444,02.08.1972,Michigan
xvmg1221,04.08.1966,Wisconsin
ftib1141,04.08.1964,District of Columbia
ifzn4114,03.08.1971,Montana
acmt4423,05.08.1963,New Jersey
kmqi4332,30.07.1985,Montana
fsbo2144,07.08.1953,Northern Mariana Islands
purf2242,04.08.1964,Rhode Island
eizq3111,30.07.1985,Idaho
alhe1223,01.08.1978,Missouri
snol2232,05.08.1960,Montana
yajs1433,30.07.1986,Maryland
qufh1314,07.08.1952,Colorado
ozcg1314,07.08.1954,Maryland
fklb3111,29.07.1991,North Dakota
jbgj1144,02.08.1973,Florida
ggji4324,31.07.1983,Texas
igfv4314,27.07.1998,South Dakota
lyyp1143,06.08.1956,South Carolina
ykgu1332,29.07.1990,South Dakota
wyku4123,26.07.2001,Oregon
xevq3441,02.08.1972,New Jersey
vtwh2432,02.08.1972,New Hampshire
iszx2312,31.07.1980,Delaware
eksj2122,08.08.1951,Tennessee
dued2313,04.08.1967,Idaho
uluj4124,01.08.1977,Georgia
kiyu2433,05.08.1961,District of Columbia
zxmr4442,27.07.1997,Minor Outlying Islands
ufkw4441,04.08.1964,Northern Mariana Islands
fdcc2114,26.07.2001,American Samoa
kvpn2243,31.07.1983,South Dakota
sokh1443,27.07.1997,West Virginia
mizj1144,02.08.1974,Maine
rxdp1311,07.08.1952,Oklahoma
uqmz4223,01.08.1978,Arizona
orqf2121,02.08.1972,American Samoa
oouf2214,06.08.1957,Arizona
mcup4441,08.08.1950,North Dakota
tloc4422,06.08.1959,Delaware
ogyl1241,05.08.1961,Virginia
vofv1232,04.08.1966,Utah
pbge3313,08.08.1951,Puerto Rico
krhs4344,27.07.1997,Illinois
zkmw3342,05.08.1962,California
kcrc1233,01.08.1976,Montana
uure2123,30.07.1986,Mississippi
lvbg3134,02.08.1972,American Samoa
atrs1431,01.08.1979,Kansas
gxzk1331,27.07.1998,Virginia
hmwr1311,31.07.1980,North Dakota
sgaw2211,26.07.2000,Kansas
uuvp1122,28.07.1993,American Samoa
aufl1122,03.08.1969,South Dakota
efkb2213,05.08.1961,New Jersey
gxmv3421,06.08.1957,Delaware
drpt1221,06.08.1959,Utah
wozo2224,28.07.1992,Massachusetts
kuum4322,30.07.1986,Pennsylvania
ydki2212,03.08.1969,Alabama
xdtj2114,28.07.1994,Iowa
jepi1111,03.08.1970,Idaho
zzcc2121,06.08.1958,West Virginia
cree2134,06.08.1958,Iowa
jdqh1322,04.08.1964,Florida
gfex2224,28.07.1993,Montana
hdnw2243,27.07.1997,American Samoa
hdol1234,27.07.1999,Tennessee
uwtn3333,29.07.1988,Massachusetts
ygou3244,04.08.1967,New Hampshire
rypx3211,06.08.1958,Minor Outlying Islands
norm2122,30.07.1985,Virginia
wqpg3441,06.08.1957,Idaho
esri2314,26.07.2000,Vermont
ukko1234,08.08.1951,Wyoming
vxnc4234,05.08.1961,Puerto Rico
vusf1211,27.07.1997,North Dakota
ingr2433,05.08.1960,North Carolina
ohzv4232,04.08.1966,New Hampshire
twjf3343,05.08.1962,Indiana
iajt4344,05.08.1962,New York
fhue2134,27.07.1997,U.S. Virgin Islands
tplv4423,29.07.1989,Alabama
ziqx1213,07.08.1954,Arizona
vgxd1134,06.08.1958,New Mexico
oqio2412,27.07.1999,Nebraska
vvxg2331,05.08.1960,Massachusetts
apce1443,02.08.1975,Northern Mariana Islands
gkzp4421,08.08.1950,U.S. Virgin Islands
rokd1323,28.07.1994,Wyoming
cqdk2144,29.07.1991,South Carolina
cuke3334,06.08.1956,Pennsylvania
hsjk1421,05.08.1961,Alabama
lxba4324,05.08.1960,New York
rywt1314,08.08.1951,South Carolina
gbjg1333,28.07.1992,Tennessee
zhfr1233,06.08.1958,California
tckk3341,30.07.1985,Pennsylvania
qwsp1242,05.08.1961,North Dakota
hrkt3212,28.07.1993,Montana
dxtu4111,31.07.1982,Wyoming
jkhf2231,04.08.1965,Mississippi
kuet4131,04.08.1965,New Hampshire
agih2224,01.08.1977,New Mexico
azdn4242,02.08.1975,Delaware
otne4442,01.08.1976,California
oxmp2142,31.07.1983,Utah
vjku4422,27.07.1999,Oregon
erwd1411,05.08.1962,New Hampshire
kpqp4222,03.08.1969,Kentucky
clpa2142,29.07.1991,Georgia
pknp2343,06.08.1956,Oklahoma
tddj4311,05.08.1963,Georgia
hgtl1344,06.08.1956,Massachusetts
vojw2442,05.08.1962,U.S. Virgin Islands
qgdu1322,06.08.1959,Vermont
kkow1112,31.07.1983,South Carolina
rfqu2231,07.08.1953,Wisconsin
ucgq2122,28.07.1995,Louisiana
kvtn3133,29.07.1991,Washington
xhvq2323,05.08.1962,Minor Outlying Islands
srez3424,04.08.1966,Guam
ggur4132,31.07.1981,Utah
yoor1412,01.08.1976,Missouri
qijf3113,08.08.1951,Rhode Island
zoes4212,05.08.1960,Florida
upvy3142,01.08.1976,Missouri
blmw2443,27.07.1999,South Dakota
rbhi4414,02.08.1973,Wisconsin
sjbm3321,04.08.1964,Ohio
kfgb3321,01.08.1977,Rhode Island
hxpp4342,04.08.1965,North Dakota
dryy2112,31.07.1981,Louisiana
fqtp1413,04.08.1964,Maine
slzg2224,29.07.1990,District of Columbia
emac3424,31.07.1982,Iowa
seeu4332,07.08.1953,Texas
efjv2144,04.08.1964,Idaho
xvas2244,03.08.1969,Hawaii
rwhn4244,07.08.1955,West Virginia
kcqh1322,01.08.1978,Wyoming
aiyl1331,30.07.1987,Georgia
clpm2411,28.07.1995,Maine
dptg2314,04.08.1966,Hawaii
fuss4231,07.08.1952,District of Columbia
aakg1123,27.07.1998,New Jersey
toch1341,05.08.1962,Minor Outlying Islands
xzef2213,31.07.1982,Rhode Island
lgad4244,07.08.1953,Mississippi
dxry4323,30.07.1986,South Carolina
dymj4123,27.07.1997,Arkansas
fqxf1333,08.08.1950,Wyoming
qhbj4324,02.08.1973,North Carolina
oevp3144,26.07.2000,Florida
lxuz1433,28.07.1992,Washington
wckg4314,26.07.2000,Louisiana
agyy1223,03.08.1968,Vermont
oatg2432,01.08.1976,Iowa
przu2241,29.07.1988,District of Columbia
gjtc1421,06.08.1959,Washington
iikm4113,28.07.1992,Oregon
swqo1442,03.08.1970,South Carolina
bykc4124,04.08.1964,U.S. Virgin Islands
ihvf4441,06.08.1958,New York
fcsv3214,31.07.1983,Kentucky
eswv1211,03.08.1969,Connecticut
yhfu4133,27.07.1998,Massachusetts
fghm4411,05.08.1963,Iowa
hdmm3114,28.07.1994,Arizona
zqdn2324,27.07.1999,Minor Outlying Islands
immf3431,26.07.2000,Nevada
miib1213,06.08.1956,North Dakota
palv2321,31.07.1983,Florida
lsly4223,29.07.1988,Alabama
lwmu4211,30.07.1984,Hawaii
mrbw1441,07.08.1954,Montana
dtqt1143,31.07.1982,Tennessee
qzwr4324,28.07.1992,Nevada
fjab4424,08.08.1951,Maine
chfw3322,28.07.1992,West Virginia
hhhi4334,27.07.1998,Illinois
rywp2213,03.08.1971,North Dakota
dgao2322,02.08.1973,Nebraska
wqtm4211,03.08.1969,Maryland
odnz2332,03.08.1971,Oregon
tnyf4421,27.07.1999,Minor Outlying Islands
lkjj3233,03.08.1969,Texas
oacj1444,01.08.1976,West Virginia
qawv2143,06.08.1959,Pennsylvania
nbhr1133,31.07.1980,Nevada
ifba4132,01.08.1979,Arkansas
lkka4114,29.07.1990,Montana
mmoi2421,05.08.1960,Nevada
vnpe3213,30.07.1986,North Dakota
tuef3241,28.07.1993,South Carolina
qbzn4242,01.08.1979,Minor Outlying Islands
pczo1242,28.07.1995,Iowa
rumn3323,28.07.1992,Kansas
yogp3444,07.08.1952,Idaho
gpop3441,29.07.1988,Arizona
inga1314,03.08.1968,Florida
wsfz2324,01.08.1978,North Dakota
wgtn1243,28.07.1993,Montana
klie3421,29.07.1991,Kentucky
nktb3343,07.08.1954,North Carolina
yjwq1231,29.07.1988,Nebraska
hwsh1133,31.07.1982,Arizona
kjot3332,05.08.1961,Florida
rnec1332,27.07.1999,Rhode Island
qxdk3343,28.07.1995,North Carolina
vpqk1112,05.08.1960,Colorado
vlgh3412,02.08.1975,Delaware
ndch2322,03.08.1968,Iowa
zebz2312,28.07.1993,Hawaii
clnz1222,29.07.1990,Alaska
wrul4312,29.07.1991,Northern Mariana Islands
noec3223,06.08.1956,Texas
stvt2424,27.07.1997,Delaware
pwyr3321,31.07.1981,Northern Mariana Islands
jwrt2311,30.07.1984,Maryland
ooos2123,03.08.1970,Vermont
kezg2314,28.07.1994,Vermont
aczb2124,30.07.1987,Nebraska
cxya2341,04.08.1965,Northern Mariana Islands
fixf1312,05.08.1961,Illinois
hagb1342,27.07.1999,Mississippi
juke2431,26.07.2000,Oregon
hcne4422,01.08.1978,Louisiana
utcu3243,27.07.1996,Colorado
hcsk2121,26.07.2000,Texas
uaby2323,27.07.1999,North Dakota
zkcv1132,05.08.1961,Montana
crcd4112,01.08.1977,Massachusetts
rmok2334,30.07.1984,Oklahoma
jmsv4142,05.08.1961,Pennsylvania
xdak2212,27.07.1998,Indiana
mqyi1412,28.07.1993,Rhode Island
awxi3223,27.07.1999,South Dakota
vivj4111,29.07.1988,Delaware
tztt1142,02.08.1973,Illinois
gpmt1114,05.08.1962,Tennessee
jwuw2421,31.07.1980,Indiana
ycte2222,05.08.1962,Arkansas
xowq1131,05.08.1962,Illinois
ownh3242,07.08.1955,South Carolina
rxfl4324,01.08.1976,New Mexico
heay3431,06.08.1957,Ohio
ytyt4311,30.07.1987,Minnesota
fiek2413,28.07.1993,Oklahoma
pfxz4432,28.07.1992,New Mexico
iqwl1214,27.07.1998,North Dakota
bhed4144,03.08.1970,Northern Mariana Islands
jjls3124,29.07.1990,Virginia
ersf4444,02.08.1975,Ohio
gjiq4232,06.08.1958,Utah
gubw4244,07.08.1954,Massachusetts
zwqc4311,08.08.1951,Kentucky
cnca2414,03.08.1968,North Carolina
hscn4443,31.07.1980,Minor Outlying Islands
kkjg2211,03.08.1969,Ohio
zndc3224,03.08.1970,Iowa
aypg4323,03.08.1971,Montana
bhlt4421,03.08.1969,Northern Mariana Islands
pvyk3132,04.08.1965,Minor Outlying Islands
cvlq3241,05.08.1962,Florida
qupm4211,03.08.1970,West Virginia
dpfn4142,03.08.1969,Kentucky
dajy4242,29.07.1990,Vermont
olcy4443,02.08.1975,Massachusetts
genq3422,06.08.1956,Hawaii
mout3143,31.07.1981,Oregon
bwly3231,05.08.1963,Ohio
qzhq4441,03.08.1969,South Dakota
abpo1414,04.08.1964,Idaho
aksq4344,04.08.1967,Georgia
dryy3224,02.08.1975,Nevada
sabo4121,02.08.1975,Oklahoma
mznj3232,08.08.1950,Vermont
rhbg3322,30.07.1987,Massachusetts
mzyo4312,02.08.1972,Puerto Rico
rqfc4414,31.07.1983,New Jersey
nyrm4311,07.08.1954,Maryland
jzza2413,08.08.1951,Indiana
ubmu1413,29.07.1988,Iowa
xcui2243,28.07.1995,Michigan
piik1431,02.08.1975,U.S. Virgin Islands
hqrg4244,28.07.1993,Kentucky
vdpn3431,29.07.1990,Tennessee
jaku3321,04.08.1964,Northern Mariana Islands
gfsp2414,06.08.1958,South Carolina
vomz1242,06.08.1957,California
dxrn4244,29.07.1991,Ohio
rsqd1423,26.07.2000,Iowa
jpvv4442,29.07.1988,Pennsylvania
qnxa1144,28.07.1994,Delaware
hyzo3212,27.07.1998,South Carolina
emmn3334,05.08.1960,Delaware
zgjt4441,31.07.1981,Rhode Island
yqwb3432,05.08.1962,Puerto Rico
bcij4214,01.08.1978,North Dakota
acrb4124,04.08.1964,Indiana
ixlo1324,01.08.1976,Guam
voty1114,30.07.1987,Kentucky
zwyt3433,01.08.1978,American Samoa
hcuu3344,31.07.1980,Minnesota
kcgv1332,30.07.1986,Hawaii
uobe4441,05.08.1963,Kansas
xdza2423,07.08.1952,Nevada
trqy2211,26.07.2000,Michigan
nnfa4112,30.07.1987,New Hampshire
tede3444,02.08.1974,West Virginia
ugyr3314,26.07.2001,Missouri
srxo3212,08.08.1951,Michigan
itcm3141,28.07.1994,Oklahoma
dcpx3413,07.08.1955,Kentucky
utfa1423,04.08.1966,Maine
qhxz4141,02.08.1974,Guam
kquw1312,04.08.1965,Tennessee
wsjd4322,04.08.1965,South Carolina
bjik2311,28.07.1994,Wisconsin
qtmf3342,07.08.1952,District of Columbia
fxtg4444,05.08.1960,American Samoa
webw4314,05.08.1961,Arkansas
zurq1233,27.07.1996,Alabama
rjxp1322,28.07.1992,Maine
seqf2331,27.07.1998,Illinois
orjg4212,30.07.1986,Vermont
sbqa3132,29.07.1988,Nevada
uuhb1434,04.08.1967,Maine
zavr4244,26.07.2001,Indiana
ugvo2221,05.08.1963,Connecticut
poxx1144,01.08.1977,North Dakota
eiym1311,03.08.1970,New Jersey
vioz1223,26.07.2001,Oklahoma
fgyz1133,31.07.1981,Virginia
zvwv3111,01.08.1976,Oregon
nqfz4112,03.08.1969,New York
lmyk3413,27.07.1997,South Dakota
lrlw1241,29.07.1988,Nebraska
tmse4424,07.08.1954,Guam
yhgc1223,03.08.1970,Indiana
uxcu1213,08.08.1950,Northern Mariana Islands
kibe3222,31.07.1982,Arizona
bknf1224,27.07.1996,South Carolina
cfss4422,03.08.1969,North Carolina
ebfi3131,05.08.1962,Indiana
ttgu4312,04.08.1966,Tennessee
iqkl4332,02.08.1972,Washington
bwhk3323,01.08.1976,U.S. Virgin Islands
qoqu3311,28.07.1995,Vermont
xnnz4312,06.08.1959,Arizona
vxxo1141,05.08.1962,Vermont
tbot3331,04.08.1966,New Mexico
xedn1221,08.08.1951,Maine
bvmr2344,04.08.1967,Maryland
fqbt3223,30.07.1986,Mississippi
vaue1112,06.08.1957,New Mexico
uxih3131,28.07.1994,Colorado
craz4321,28.07.1992,Puerto Rico
dtez4434,28.07.1994,Utah
xcea1242,08.08.1950,Washington
bhqz2323,28.07.1995,Georgia
lqyd1132,08.08.1951,California
vvbb2413,29.07.1991,Indiana
hlvo4333,29.07.1991,Georgia
oofn4222,08.08.1950,Mississippi
oiml2214,07.08.1952,Wisconsin
cgnl1133,01.08.1979,Massachusetts
brmt3321,29.07.1988,North Carolina
omun1141,07.08.1954,New York
wjyj3121,08.08.1951,Idaho
kdrh1223,05.08.1960,Massachusetts
ursg1434,29.07.1991,Wyoming
ixsa3224,28.07.1992,Washington
vssd4424,07.08.1954,Alabama
jcgf1322,06.08.1956,Delaware
xbxy4411,30.07.1987,Northern Mariana Islands
rgqz2442,02.08.1975,Pennsylvania
gixi3314,03.08.1968,Puerto Rico
fkre1112,30.07.1986,Washington
svkb2211,03.08.1968,Colorado
xeff4444,30.07.1985,California
yfnt2331,29.07.1991,Ohio
dbfw3431,04.08.1964,Tennessee
nmxj2133,01.08.1979,Iowa
hvyc4242,02.08.1975,South Dakota
axfj1411,28.07.1993,Wisconsin
rkun2311,06.08.1959,Delaware
owyn1241,27.07.1998,Mississippi
odvw3142,03.08.1968,Minnesota
uago2124,03.08.1970,Massachusetts
brqo3314,03.08.1971,Vermont
bomp1242,02.08.1974,Rhode Island
ezrv2411,04.08.1966,Utah
owuk2231,07.08.1953,Utah
xhgy4212,28.07.1995,Wyoming
agqp2324,01.08.1978,North Dakota
rbrb2431,03.08.1969,Delaware
dnjd2242,03.08.1970,Virginia
qoed4212,27.07.1996,Georgia
sltx2322,01.08.1977,U.S. Virgin Islands
bgrx4231,28.07.1992,Wisconsin
lvke4144,02.08.1973,Wyoming
subv2412,29.07.1989,Wyoming
nywv2221,27.07.1998,Arkansas
cmjv3234,08.08.1951,North Carolina
fpmq1312,03.08.1969,Connecticut
htbw2231,28.07.1995,Vermont
pbck2242,01.08.1976,Nevada
tiot1214,31.07.1983,West Virginia
blaa1112,04.08.1964,Rhode Island
yvut1243,02.08.1973,South Carolina
csnf1233,03.08.1970,Wisconsin
bupj3112,06.08.1959,District of Columbia
arbe4321,02.08.1973,South Carolina
fkwt1144,29.07.1989,Texas
rzpt2133,02.08.1975,Northern Mariana Islands
gjsc1223,29.07.1988,Arizona
jmft2341,07.08.1955,Illinois
hwys3141,26.07.2001,Illinois
qcqp2122,02.08.1972,Oregon
rdew3313,27.07.1997,Maryland
wbvl3134,26.07.2000,Indiana
zszb4324,26.07.2000,South Carolina
yslj4443,28.07.1992,New York
gwhr4124,28.07.1994,Utah
hqrd3431,31.07.1981,Northern Mariana Islands
klis2133,01.08.1976,Louisiana
rbmg4313,28.07.1995,Georgia
iacc2414,01.08.1977,Tennessee
nrwu2333,27.07.1998,Missouri
nrbs4434,30.07.1985,Virginia
lkwg3411,28.07.1994,Arizona
zvov4441,06.08.1956,Georgia
wvio2414,02.08.1974,New York
nwho1343,27.07.1998,South Dakota
qqic4442,02.08.1973,Puerto Rico
ddto3334,29.07.1990,Puerto Rico
hsoj2343,30.07.1986,Arkansas
hsif3432,01.08.1976,South Carolina
ylca3333,26.07.2001,North Dakota
doxb3221,29.07.1990,Kentucky
uwby2344,29.07.1988,Guam
jhka3213,03.08.1969,Missouri
ebmw4413,07.08.1954,U.S. Virgin Islands
ybmw1422,08.08.1951,Nebraska
fqxh3432,29.07.1989,Washington
hmde4213,28.07.1994,Iowa
lzci4334,04.08.1966,New Hampshire
kowr2421,07.08.1954,Pennsylvania
enjw4133,05.08.1963,Utah
wikk4412,08.08.1951,Guam
amsj3434,05.08.1963,Texas
ekkw1313,31.07.1980,U.S. Virgin Islands
tove2311,01.08.1979,Oklahoma
upaq4212,04.08.1964,New Hampshire
trod1123,02.08.1972,Idaho
ybdj4123,29.07.1990,Connecticut
rlgc4233,29.07.1990,Utah
cwoz2313,02.08.1973,Oklahoma
viby1413,01.08.1978,Virginia
omwl3142,05.08.1962,Louisiana
tkfg2214,31.07.1982,Kansas
hbir3342,04.08.1965,Utah
izaq3322,30.07.1984,Tennessee
quww3323,07.08.1953,New York
kmqb3422,28.07.1995,District of Columbia
kerh3242,30.07.1986,Northern Mariana Islands
pwks2313,27.07.1999,Connecticut
rhjh4413,07.08.1953,Michigan
aqyj1111,29.07.1990,Montana
wnhy1332,02.08.1975,Colorado
pric2241,07.08.1953,Illinois
ziny3444,01.08.1977,Connecticut
pufg4413,27.07.1997,Kansas
rdwo3323,26.07.2000,Hawaii
pikd3343,01.08.1979,Massachusetts
zcnw3324,27.07.1996,Wyoming
oqkm4241,07.08.1952,American Samoa
tvel1121,02.08.1972,Oklahoma
weyj3114,02.08.1975,Arkansas
jooz2344,04.08.1965,Hawaii
bueu3414,04.08.1966,California
ngos2134,29.07.1991,Missouri
tlby2112,06.08.1957,Oklahoma
spmi4234,03.08.1969,Vermont
hmmn2442,06.08.1958,West Virginia
dmfl3144,02.08.1975,Alaska
anfp3234,28.07.1992,Northern Mariana Islands
aopn3431,28.07.1994,New Jersey
aexf4321,01.08.1977,Texas
jqrk2333,05.08.1960,South Dakota
hvyi3211,07.08.1953,Alaska
bczx3114,29.07.1991,Maryland
kjdo4311,02.08.1972,Kansas
vzhq2224,01.08.1978,New Jersey
ayvh3421,31.07.1980,Nebraska
flem2224,27.07.1996,Wisconsin
iiev4443,29.07.1988,Hawaii
kctv2312,01.08.1978,Mississippi
zcza4311,08.08.1951,Vermont
hcuv2232,07.08.1955,Kentucky
kqgw3413,07.08.1953,Alabama
soni2434,06.08.1959,Rhode Island
byqo3224,28.07.1995,Maryland
enlv1111,02.08.1975,Texas
tbck2411,07.08.1955,Montana
yukw1434,04.08.1965,Guam
knvh2123,04.08.1966,Nebraska
utqw4134,29.07.1991,Northern Mariana Islands
qdpf1442,07.08.1952,Pennsylvania
srmf1321,05.08.1960,Connecticut
dfaj1212,28.07.1993,Montana
avlv4411,07.08.1953,Vermont
fwqe2134,07.08.1953,Massachusetts
ateg4341,07.08.1953,Hawaii
jvtb4441,29.07.1989,Colorado
gduh1342,02.08.1974,Maryland
sbke4341,27.07.1998,New Jersey
qdqy2111,04.08.1965,Virginia
keua4214,04.08.1965,Oregon
jqiy1113,30.07.1987,Michigan
kzqf1131,26.07.2001,Connecticut
upoj1431,27.07.1999,Northern Mariana Islands
ivea3224,05.08.1962,Vermont
mowi3312,03.08.1971,South Carolina
jfed1342,06.08.1958,Indiana
hbrb4221,03.08.1969,Georgia
uftk1132,30.07.1987,Michigan
tgrt1123,28.07.1994,Kentucky
ebev1441,03.08.1970,Massachusetts
myfg4222,08.08.1950,Florida
cpzm1412,28.07.1993,Florida
iiry1133,31.07.1981,American Samoa
fikv1343,27.07.1996,Tennessee
scql4112,03.08.1970,Wisconsin
voif1332,03.08.1970,New Hampshire
igfj2144,06.08.1957,Indiana
jztp3421,05.08.1962,Washington
npez1131,27.07.1998,Georgia
tzyl1443,29.07.1991,Delaware
nvfn3212,31.07.1980,Oklahoma
frdk3414,01.08.1979,Ohio
byup4421,07.08.1953,Minor Outlying Islands
mjti1231,27.07.1999,Colorado
fyqf1231,07.08.1954,Nebraska
hcap3311,04.08.1966,Northern Mariana Islands
shfb1131,29.07.1988,Kansas
ycfj3312,02.08.1975,American Samoa
hpob1441,30.07.1986,Nevada
robp1441,31.07.1981,Idaho
oorr1422,27.07.1999,Alaska
tcez3132,04.08.1966,Delaware
tuwd3423,06.08.1958,Utah
nzta2313,30.07.1987,Virginia
blxh1331,04.08.1965,Virginia
tphw4432,28.07.1993,Washington
jacp1332,07.08.1955,Oregon
zccc4143,02.08.1972,Vermont
jytn1141,06.08.1957,Idaho
pujx4441,31.07.1983,Hawaii
tncv1223,05.08.1961,Guam
tbps2342,03.08.1970,South Dakota
pzzq3312,06.08.1957,Michigan
tqpu3133,01.08.1977,Maine
ggfr1244,06.08.1957,Wyoming
trpe4344,03.08.1969,Kentucky
jhya3131,27.07.1998,Michigan
mcxs2141,08.08.1951,Kentucky
fdpg4313,04.08.1964,Rhode Island
efpd3341,26.07.2000,Nevada
pmvc4432,28.07.1993,Idaho
gtfc3211,01.08.1979,Montana
lana3321,31.07.1983,Alabama
ueat2133,05.08.1963,Arkansas
syxo4143,27.07.1996,North Dakota
zuof4221,31.07.1983,Arkansas
hpem3333,28.07.1994,Florida
egqw3343,27.07.1999,Delaware
uhzj1334,30.07.1986,Puerto Rico
tauq3133,04.08.1967,Arizona
zhyh1422,02.08.1972,West Virginia
ttjm2143,29.07.1988,Minnesota
szti2342,03.08.1971,California
gzsw4341,04.08.1965,Kentucky
wyyw4323,29.07.1990,Kentucky
xbpq4321,08.08.1950,Virginia
xofc3342,29.07.1990,South Carolina
adrd4334,30.07.1985,Oregon
akfq4142,02.08.1973,Rhode Island
hnby4244,07.08.1955,Minnesota
ylhh4232,05.08.1962,Oklahoma
mazc1143,08.08.1950,Arizona
abyd2244,06.08.1959,California
rcqz3313,05.08.1961,Minnesota
yvzk2333,30.07.1984,Alaska
plus3242,28.07.1994,Idaho
zyvu2342,06.08.1957,Minnesota
jlcl1143,28.07.1995,Massachusetts
awdq4424,30.07.1986,Hawaii
tqwi1111,31.07.1983,Montana
ewve2113,01.08.1978,Louisiana
dzlo1413,03.08.1969,Maine
lqod4142,06.08.1959,Alaska
pmvu4221,01.08.1977,Nevada
owyv4321,28.07.1992,Rhode Island
pfnp1234,30.07.1985,Washington
bvae1433,31.07.1982,West Virginia
nhow4133,05.08.1961,Colorado
tshy3424,29.07.1991,Maine
tnwh1232,06.08.1957,Utah
tvus3144,30.07.1985,Maryland
bgbc2124,28.07.1995,New Jersey
lkfi4244,02.08.1974,Minnesota
gcts4412,31.07.1980,American Samoa
oxmu3312,06.08.1956,Minor Outlying Islands
lgmp3341,04.08.1965,Ohio
hswf2134,07.08.1953,Hawaii
ityz4241,31.07.1982,Connecticut
tgtt4411,03.08.1971,Hawaii
vedi2241,07.08.1953,Vermont
qqsn2121,31.07.1983,Michigan
sclr3433,27.07.1997,Oregon
wkbu4444,05.08.1963,New Jersey
loet1442,07.08.1955,Hawaii
pqoe3411,30.07.1984,Utah
zvoo1332,02.08.1975,Iowa
augl4213,07.08.1955,Idaho
pxhd4211,27.07.1999,Missouri
zbaq2341,30.07.1985,U.S. Virgin Islands
vkwl3333,29.07.1989,New Jersey
qbzv4332,05.08.1961,Delaware
xbxt2344,01.08.1977,Arizona
hemz3143,30.07.1985,Oregon
ffjj4423,04.08.1966,North Carolina
afvo2111,27.07.1998,Missouri
hzdb3241,27.07.1998,New York
bebz2424,27.07.1996,Idaho
nvpm3112,28.07.1994,Nevada
okky2441,02.08.1974,Missouri
xnvu3322,27.07.1997,Northern Mariana Islands
ehrn2334,27.07.1997,Alaska
tlef3442,07.08.1952,U.S. Virgin Islands
qcqg3413,02.08.1974,Vermont
lfze4331,28.07.1995,Alabama
gejh3314,03.08.1970,Florida
nsgs1232,27.07.1996,South Carolina
dznp3423,29.07.1988,Indiana
jsfs1333,07.08.1954,Pennsylvania
fsjt3413,02.08.1974,Kansas
dspr2311,05.08.1960,Wisconsin
arsr3124,28.07.1995,American Samoa
cfrn4141,30.07.1984,Massachusetts
cwlw3211,04.08.1967,Utah
ohmy1344,03.08.1971,New Jersey
ankh2131,28.07.1994,Oregon
wqrj2433,07.08.1953,Hawaii
hcsp2212,08.08.1951,District of Columbia
kjek2323,30.07.1984,Michigan
nuag1432,04.08.1964,Ohio
izwp3421,01.08.1977,North Dakota
azvm3414,29.07.1990,Hawaii
kezm4111,28.07.1992,U.S. Virgin Islands
hxnj1443,31.07.1981,Maine
lozo2143,06.08.1956,Minor Outlying Islands
qtyv2432,05.08.1960,American Samoa
zlzp4114,05.08.1961,American Samoa
papk1331,01.08.1976,District of Columbia
rsxc4131,28.07.1995,American Samoa
hdds3234,07.08.1953,District of Columbia
gair4133,01.08.1977,California
leii2414,05.08.1961,American Samoa
mysi2443,30.07.1987,District of Columbia
rmwa2131,30.07.1986,Louisiana
dxzf1113,29.07.1989,Utah
kplm2214,31.07.1983,Pennsylvania
pusr4121,30.07.1984,U.S. Virgin Islands
pifr3343,07.08.1955,New Jersey
jnzr1142,04.08.1967,Ohio
nzgg2424,08.08.1951,Northern Mariana Islands
mvqo1234,02.08.1972,New Hampshire
pjvt3442,07.08.1952,Minor Outlying Islands
nejs4112,02.08.1973,South Dakota
iqdd3144,29.07.1989,Northern Mariana Islands
ctak3411,03.08.1971,Tennessee
cdib2433,08.08.1951,Northern Mariana Islands
yzkd3123,01.08.1979,Puerto Rico
qkvg2232,03.08.1970,Indiana
qnqo4111,30.07.1986,Utah
sprz3431,03.08.1969,West Virginia
yjch3341,02.08.1975,U.S. Virgin Islands
ofio4423,01.08.1978,Alaska
tbje1413,28.07.1992,New Mexico
ambq3332,07.08.1955,Nevada
iiwf1432,07.08.1955,Washington
fsyx1221,28.07.1992,Mississippi
ermq1311,04.08.1967,Maine
orvn4244,28.07.1992,Oregon
lsuj1413,05.08.1961,Northern Mariana Islands
mvpo4434,26.07.2001,Rhode Island
bhrb1442,30.07.1984,South Dakota
